year,month,day,service,operation,hour,status,sum,amount,min,max,sumsqr
2015,1,1,AccountService,GetAccounts,22,success,56.428999999999995,11,3.137,6.304,302.107069
2015,1,1,AccountService,GetAccounts,23,success,87.972,19,3.236,6.682,427.901708
2015,1,1,AccountService,TransferFunds,0,success,25.805999999999997,5,3.819,6.512,137.27407800000003
2015,1,1,AccountService,TransferFunds,1,success,26.264999999999997,6,3.581,6.681,121.782793
2015,1,1,AccountService,TransferFunds,2,success,47.368,9,3.722,6.644,258.532108
2015,1,1,AccountService,TransferFunds,3,success,47.863,9,3.647,6.575,264.48380099999997
2015,1,1,AccountService,TransferFunds,4,success,15.190000000000001,4,3.183,4.84,59.25054599999999
2015,1,1,AccountService,TransferFunds,5,success,33.205,7,3.12,6.421,166.49067300000002
2015,1,1,AccountService,TransferFunds,6,success,15.876999999999999,4,3.266,5.366,65.955649
2015,1,1,AccountService,TransferFunds,7,success,41.344,8,3.656,6.591,221.437452
2015,1,1,AccountService,TransferFunds,8,success,75.074,15,3.457,6.871,393.33600000000007
2015,1,1,AccountService,TransferFunds,9,success,46.041,10,3.539,6.607,220.939441
2015,1,1,AccountService,TransferFunds,10,success,78.08699999999999,17,3.175,6.72,387.204527
2015,1,1,AccountService,TransferFunds,11,success,66.331,13,3.48,6.887,353.45459900000003
2015,1,1,AccountService,TransferFunds,12,failure,167.00799999999998,13,5.597,17.941,2390.155142
2015,1,1,AccountService,TransferFunds,12,success,172.267,15,6.272,18.495,2213.2586750000005
2015,1,1,AccountService,TransferFunds,13,success,171.86899999999997,23,4.161,11.496,1407.2643990000001
2015,1,1,AccountService,TransferFunds,14,success,244.20399999999998,36,3.98,11.393,1782.534198
2015,1,1,AccountService,TransferFunds,15,success,231.552,31,3.999,11.417,1863.181876
2015,1,1,AccountService,TransferFunds,16,success,237.11200000000002,31,3.963,11.492,1954.801392
2015,1,1,AccountService,TransferFunds,17,success,245.53300000000002,32,4.125,11.487,2018.2223490000001
2015,1,1,AccountService,TransferFunds,18,success,4.24,1,4.24,4.24,17.977600000000002
2015,1,1,AccountService,TransferFunds,19,success,34.712999999999994,8,3.246,6.927,160.43957899999998
2015,1,1,AccountService,TransferFunds,20,success,38.07000000000001,8,3.29,6.4,192.54283200000003
2015,1,1,AccountService,TransferFunds,21,success,42.667,8,3.281,6.984,245.04771300000002
2015,1,1,AccountService,TransferFunds,22,success,13.969999999999999,3,3.306,5.774,68.180812
2015,1,1,AccountService,TransferFunds,23,success,13.556,3,3.455,5.562,63.47539
2015,1,1,MemberService,FindMembersByName,0,success,51.13400000000001,10,3.52,6.41,269.176996
2015,1,1,MemberService,FindMembersByName,1,success,67.01700000000001,14,3.429,6.496,333.734377
2015,1,1,MemberService,FindMembersByName,2,success,84.656,17,3.121,6.503,435.63275799999997
2015,1,1,MemberService,FindMembersByName,3,success,91.012,17,3.585,6.887,500.785834
2015,1,1,MemberService,FindMembersByName,4,success,54.794,12,3.149,6.847,266.41377600000004
2015,1,1,MemberService,FindMembersByName,5,success,69.77000000000001,14,3.294,6.886,366.44361399999997
2015,1,1,MemberService,FindMembersByName,6,success,191.471,37,3.14,6.926,1034.1702269999998
2015,1,1,MemberService,FindMembersByName,7,success,153.918,31,3.213,6.83,798.7190380000001
2015,1,1,MemberService,FindMembersByName,8,success,212.94000000000003,40,3.167,6.854,1180.1436179999998
2015,1,1,MemberService,FindMembersByName,9,success,118.36600000000001,24,3.153,6.721,616.9603460000001
2015,1,1,MemberService,FindMembersByName,10,success,156.07100000000003,33,3.22,6.493,772.4961450000001
2015,1,1,MemberService,FindMembersByName,11,success,189.875,37,3.117,6.96,1028.204035
2015,1,1,MemberService,FindMembersByName,12,failure,543.708,44,5.732,18.294,7335.127396000001
2015,1,1,MemberService,FindMembersByName,12,success,560.705,45,5.754,18.92,7652.184031
2015,1,1,MemberService,FindMembersByName,13,success,795.4329999999999,100,3.927,11.468,6827.683639000002
2015,1,1,MemberService,FindMembersByName,14,success,777.877,104,3.902,11.474,6335.629771
2015,1,1,MemberService,FindMembersByName,15,success,841.0219999999999,101,3.958,11.86,7492.634735999998
2015,1,1,MemberService,FindMembersByName,16,success,727.9530000000002,94,3.931,11.403,6055.2047950000015
2015,1,1,MemberService,FindMembersByName,17,success,773.04,96,4.232,11.335,6609.08971
2015,1,1,MemberService,FindMembersByName,18,success,22.168999999999997,5,3.482,5.819,101.959975
2015,1,1,MemberService,FindMembersByName,19,success,61.70399999999999,12,3.264,6.881,336.046742
2015,1,1,MemberService,FindMembersByName,20,success,93.988,19,3.42,6.572,488.12561000000005
2015,1,1,MemberService,FindMembersByName,21,success,85.32499999999999,17,3.515,6.785,450.481615
2015,1,1,MemberService,FindMembersByName,22,success,122.799,24,3.125,6.982,660.575983
2015,1,1,MemberService,FindMembersByName,23,success,70.843,14,3.133,6.956,383.034135
2015,1,1,MemberService,GetMemberById,0,success,307.21899999999994,62,3.274,6.94,1606.4321790000001
2015,1,1,MemberService,GetMemberById,1,success,251.98400000000004,51,3.106,6.929,1319.495492
2015,1,1,MemberService,GetMemberById,2,success,330.39799999999997,67,3.11,6.998,1716.4393619999998
2015,1,1,MemberService,GetMemberById,3,success,321.563,66,3.12,6.952,1659.9867590000003
2015,1,1,MemberService,GetMemberById,4,success,245.308,51,3.189,6.977,1250.5847800000001
2015,1,1,MemberService,GetMemberById,5,success,277.448,55,3.141,6.743,1464.8270739999998
2015,1,1,MemberService,GetMemberById,6,success,624.288,125,3.149,6.985,3284.278316
2015,1,1,MemberService,GetMemberById,7,success,549.944,108,3,6.99,2942.2535820000003
2015,1,1,MemberService,GetMemberById,8,success,548.4689999999999,109,3.114,6.95,2905.721897
2015,1,1,MemberService,GetMemberById,9,success,583.246,117,3.175,6.98,3041.2006779999992
2015,1,1,MemberService,GetMemberById,10,success,714.9019999999999,141,3.125,6.979,3803.767348
2015,1,1,MemberService,GetMemberById,11,success,651.34,129,3,6.913,3465.5776
2015,1,1,MemberService,GetMemberById,12,failure,2381.44,195,5.367,18.74,32214.884981999996
2015,1,1,MemberService,GetMemberById,12,success,1454.5149999999999,129,5.322,18.349,18367.429929
2015,1,1,MemberService,GetMemberById,13,success,2550.963,330,3.907,11.89,21344.632654999998
2015,1,1,MemberService,GetMemberById,14,success,2849.324,364,3.906,11.57,24173.759790000004
2015,1,1,MemberService,GetMemberById,15,success,2493.607,315,3.907,11.9,21146.081153000003
2015,1,1,MemberService,GetMemberById,16,success,2493.221,327,3.917,11.99,20564.647072999996
2015,1,1,MemberService,GetMemberById,17,success,2660.4590000000003,334,3.925,11.67,22718.619075000002
2015,1,1,MemberService,GetMemberById,18,success,308.495,61,3.278,6.919,1647.310325
2015,1,1,MemberService,GetMemberById,19,success,245.301,47,3.258,6.945,1343.8094090000002
2015,1,1,MemberService,GetMemberById,20,success,170.826,33,3,6.716,925.7851260000001
2015,1,1,MemberService,GetMemberById,21,success,332.149,64,3.197,6.97,1792.884083
2015,1,1,MemberService,GetMemberById,22,success,203.153,41,3.163,6.942,1058.293691
2015,1,1,MemberService,GetMemberById,23,success,240.93699999999998,49,3.114,6.964,1245.4116970000002
2015,1,1,MemberService,updateMember,0,success,34.971000000000004,7,3.274,6.628,187.823903
2015,1,1,MemberService,updateMember,1,success,24.718,6,3.318,5.149,105.12925600000001
2015,1,1,MemberService,updateMember,2,success,28.881,6,3.48,6.94,148.624093
2015,1,1,MemberService,updateMember,3,success,39.427,8,3.28,6.578,205.17665899999997
2015,1,1,MemberService,updateMember,4,success,59.536,11,3.581,6.948,336.179392
2015,1,1,MemberService,updateMember,5,success,51.997,10,3.624,6.766,282.973949
2015,1,1,MemberService,updateMember,6,success,87.079,16,3.709,6.95,494.64509499999997
2015,1,1,MemberService,updateMember,7,success,74.123,15,3.413,6.886,387.656573
2015,1,1,MemberService,updateMember,8,success,61.510999999999996,12,3.248,6.852,328.671875
2015,1,1,MemberService,updateMember,9,success,72.194,14,3.187,6.932,385.56874600000003
2015,1,1,MemberService,updateMember,10,success,95.247,19,3.16,6.86,502.779173
2015,1,1,MemberService,updateMember,11,success,102.54799999999997,21,3.231,6.857,526.7004240000001
2015,1,1,MemberService,updateMember,12,failure,271.178,25,5.367,18.5,3310.503304
2015,1,1,MemberService,updateMember,12,success,284.115,23,5.347,18.446,3767.207673
2015,1,1,MemberService,updateMember,13,success,429.60600000000005,55,3.93,11.6,3595.51684
2015,1,1,MemberService,updateMember,14,success,287.226,39,3.971,10.795,2273.8948640000003
2015,1,1,MemberService,updateMember,15,success,356.377,49,4.165,11.337,2821.5771689999997
2015,1,1,MemberService,updateMember,16,success,376.77500000000003,52,4.133,11.364,2966.897973
2015,1,1,MemberService,updateMember,17,success,395.81399999999996,55,4,11.271,3095.5577640000006
2015,1,1,MemberService,updateMember,18,success,31.544,6,3.102,6.919,177.290198
2015,1,1,MemberService,updateMember,19,success,56.11200000000001,11,3.322,6.557,293.236208
2015,1,1,MemberService,updateMember,20,success,41.49,8,3.411,6.754,228.330104
2015,1,1,MemberService,updateMember,21,success,36.53,7,3.558,6.501,196.550454
2015,1,1,MemberService,updateMember,22,success,18.876,4,3.52,6.863,96.515806
2015,1,1,MemberService,updateMember,23,success,38.535000000000004,7,3.98,6.5,217.46160500000005
2015,1,2,AccountService,GetAccountDetail,0,success,116.343,23,3.248,6.694,617.180053
2015,1,2,AccountService,GetAccountDetail,1,success,147.18300000000002,27,3.298,6.974,834.4658509999999
2015,1,2,AccountService,GetAccountDetail,2,success,149.63,29,3.161,6.876,808.8025439999999
2015,1,2,AccountService,GetAccountDetail,3,success,100.602,21,3.108,6.62,504.7337340000001
2015,1,2,AccountService,GetAccountDetail,4,success,105.779,24,3.155,6.67,491.740679
2015,1,2,AccountService,GetAccountDetail,5,success,179.39100000000002,37,3.108,6.935,918.882297
2015,1,2,AccountService,GetAccountDetail,6,success,302.843,61,3.165,6.756,1571.262137
2015,1,2,AccountService,GetAccountDetail,7,success,267.69,55,3.282,6.887,1368.256674
2015,1,2,AccountService,GetAccountDetail,8,success,252.23700000000002,50,3.314,6.838,1332.781015
2015,1,2,AccountService,GetAccountDetail,9,success,306.37399999999997,64,3.108,6.903,1540.3764399999998
2015,1,2,AccountService,GetAccountDetail,10,success,346.88,66,3.125,6.977,1911.599098
2015,1,2,AccountService,GetAccountDetail,11,success,244.172,48,3.135,6.958,1304.4618420000002
2015,1,2,AccountService,GetAccountDetail,12,failure,1226.799,105,5.535,18.452,15817.184991
2015,1,2,AccountService,GetAccountDetail,12,success,615.3420000000001,53,5.435,18.422,7797.273356000001
2015,1,2,AccountService,GetAccountDetail,13,success,1255.687,165,3.959,11.475,10389.559609
2015,1,2,AccountService,GetAccountDetail,14,success,1179.586,154,3.933,11.53,9670.80411
2015,1,2,AccountService,GetAccountDetail,15,success,1162.5520000000001,148,3.999,11.8,9824.860316
2015,1,2,AccountService,GetAccountDetail,16,success,1195.097,153,3.947,11.439,10049.606394999999
2015,1,2,AccountService,GetAccountDetail,17,success,1412.106,181,3.946,11.79,11862.26719
2015,1,2,AccountService,GetAccountDetail,18,success,115.06899999999999,22,3.234,6.868,631.386849
2015,1,2,AccountService,GetAccountDetail,19,success,212.399,43,3.104,6.974,1102.6840550000002
2015,1,2,AccountService,GetAccountDetail,20,success,173.812,33,3.4,6.996,952.539266
2015,1,2,AccountService,GetAccountDetail,21,success,146.49200000000002,27,3.668,6.855,822.456474
2015,1,2,AccountService,GetAccountDetail,22,success,206.18900000000002,39,3.417,6.993,1134.664481
2015,1,2,AccountService,GetAccountDetail,23,success,167.938,33,3.185,6.992,888.2138339999999
2015,1,2,AccountService,GetAccounts,0,success,36.282000000000004,8,3.645,6.24,169.75537000000003
2015,1,2,AccountService,GetAccounts,1,success,92.05099999999999,18,3.425,6.9,494.20441500000004
2015,1,2,AccountService,GetAccounts,2,success,55.196,11,3.47,6.855,289.034876
2015,1,2,AccountService,GetAccounts,3,success,72.05199999999999,14,3.588,6.966,387.67005800000004
2015,1,2,AccountService,GetAccounts,4,success,68.077,15,3.145,6.663,325.353065
2015,1,2,AccountService,GetAccounts,5,success,93.038,19,3.266,6.557,471.54207600000007
2015,1,2,AccountService,GetAccounts,6,success,139.313,28,3.304,6.86,728.065845
2015,1,2,AccountService,GetAccounts,7,success,89.42899999999999,18,3.16,6.966,466.397107
2015,1,2,AccountService,GetAccounts,8,success,238.23399999999998,46,3.312,6.939,1295.237084
2015,1,2,AccountService,GetAccounts,9,success,110.04599999999999,23,3.149,6.84,552.180304
2015,1,2,AccountService,GetAccounts,10,success,147.382,30,3.215,6.929,763.6037459999999
2015,1,2,AccountService,GetAccounts,11,success,108.518,22,3.34,6.714,560.1106179999999
2015,1,2,AccountService,GetAccounts,12,failure,644.8429999999998,54,5.329,18.263,8526.493967
2015,1,2,AccountService,GetAccounts,12,success,443.426,37,5.758,17.475,5798.460518
2015,1,2,AccountService,GetAccounts,13,success,694.0109999999999,84,3.988,11.51,6128.567585
2015,1,2,AccountService,GetAccounts,14,success,725.4089999999999,93,3.927,11.7,6188.7639309999995
2015,1,2,AccountService,GetAccounts,15,success,617.915,84,4.178,11.53,4996.4427670000005
2015,1,2,AccountService,GetAccounts,16,success,693.763,95,4.286,11.486,5495.657287
2015,1,2,AccountService,GetAccounts,17,success,599.6090000000002,81,3.902,11.487,4778.6309949999995
2015,1,2,AccountService,GetAccounts,18,success,34.881,8,3.577,5.3,155.147123
2015,1,2,AccountService,GetAccounts,19,success,56.349000000000004,11,3.645,6.947,301.82491699999997
2015,1,2,AccountService,GetAccounts,20,success,74.68199999999999,16,3.605,6.769,357.97884
2015,1,2,AccountService,GetAccounts,21,success,120.76599999999998,24,3,6.94,644.7432779999999
2015,1,2,AccountService,GetAccounts,22,success,52.245,11,3.252,6.955,263.16490699999997
2015,1,2,AccountService,GetAccounts,23,success,87.793,16,3.725,6.857,498.552681
2015,1,2,AccountService,TransferFunds,0,success,36.565,6,5.373,6.921,225.693739
2015,1,2,AccountService,TransferFunds,1,success,20.406,4,3.155,6.926,111.426658
2015,1,2,AccountService,TransferFunds,2,success,14.852,3,3.992,6.498,77.187112
2015,1,2,AccountService,TransferFunds,3,success,11.935,2,5.743,6.192,71.322913
2015,1,2,AccountService,TransferFunds,4,success,19,3,5.871,6.892,120.86847399999999
2015,1,2,AccountService,TransferFunds,5,success,45.080000000000005,8,4.182,6.73,260.6892
2015,1,2,AccountService,TransferFunds,6,success,54.637,11,3.409,6.958,288.506529
2015,1,2,AccountService,TransferFunds,7,success,50.619,12,3.179,6.1,222.693373
2015,1,2,AccountService,TransferFunds,8,success,49.60300000000001,11,3.34,6.623,235.021239
2015,1,2,AccountService,TransferFunds,9,success,36.186,7,3.886,6.371,192.728788
2015,1,2,AccountService,TransferFunds,10,success,44.684,8,3.439,6.802,261.288988
2015,1,2,AccountService,TransferFunds,11,success,45.878,9,3.375,6.578,245.191968
2015,1,2,AccountService,TransferFunds,12,failure,277.349,26,5.778,17.464,3298.0307649999995
2015,1,2,AccountService,TransferFunds,12,success,137.88,11,6.628,18.263,1916.855628
2015,1,2,AccountService,TransferFunds,13,success,122.67399999999999,16,4.625,11.175,1017.2855040000002
2015,1,2,AccountService,TransferFunds,14,success,197.48399999999998,26,4.714,10.916,1609.246986
2015,1,2,AccountService,TransferFunds,15,success,273.524,36,4.185,11.262,2233.768016
2015,1,2,AccountService,TransferFunds,16,success,226.839,32,3.913,11.423,1732.690835
2015,1,2,AccountService,TransferFunds,17,success,181.151,25,4.237,11.231,1433.7349530000001
2015,1,2,AccountService,TransferFunds,18,success,27.769,6,3.334,6.631,136.300925
2015,1,2,AccountService,TransferFunds,19,success,25.381999999999998,6,3.399,5.5,110.88413200000001
2015,1,2,AccountService,TransferFunds,20,success,3.433,1,3.433,3.433,11.785488999999998
2015,1,2,AccountService,TransferFunds,21,success,44.426,9,3.52,6.597,230.89710000000002
2015,1,2,AccountService,TransferFunds,22,success,11.805,3,3.12,5.194,48.899117
2015,1,2,AccountService,TransferFunds,23,success,15.59,3,3.2,6.79,87.7041
2015,1,2,MemberService,FindMembersByName,0,success,89.10300000000001,16,3.427,6.823,515.847021
2015,1,2,MemberService,FindMembersByName,1,success,87.59800000000001,16,3.104,6.639,499.67807400000004
2015,1,2,MemberService,FindMembersByName,2,success,47.893,9,3.35,6.932,264.98048700000004
2015,1,2,MemberService,FindMembersByName,3,success,69.056,13,4.256,6.897,376.158484
2015,1,2,MemberService,FindMembersByName,4,success,39.395,8,3.197,6.995,205.32737299999997
2015,1,2,MemberService,FindMembersByName,5,success,108.89000000000001,21,3.125,6.955,595.725754
2015,1,2,MemberService,FindMembersByName,6,success,130.032,26,3.108,6.849,683.5474800000001
2015,1,2,MemberService,FindMembersByName,7,success,122.35800000000002,24,3.29,6.671,645.235034
2015,1,2,MemberService,FindMembersByName,8,success,112.117,24,3.167,6.617,548.192945
2015,1,2,MemberService,FindMembersByName,9,success,112.408,24,3.419,6.891,551.5272600000001
2015,1,2,MemberService,FindMembersByName,10,success,119.24600000000001,23,3.167,6.751,648.3197160000001
2015,1,2,MemberService,FindMembersByName,11,success,123.156,24,3.12,6.748,657.1191959999999
2015,1,2,MemberService,FindMembersByName,12,failure,565.62,50,5.365,18.329,7149.834720000001
2015,1,2,MemberService,FindMembersByName,12,success,414.009,34,5.439,18.422,5538.5437870000005
2015,1,2,MemberService,FindMembersByName,13,success,687.0939999999999,89,3.951,11.496,5731.833704000001
2015,1,2,MemberService,FindMembersByName,14,success,748.0039999999999,97,3.903,11.98,6304.242834
2015,1,2,MemberService,FindMembersByName,15,success,761.7339999999999,96,3.901,11.99,6534.191376000001
2015,1,2,MemberService,FindMembersByName,16,success,638.0110000000001,84,3.922,11.458,5206.493333
2015,1,2,MemberService,FindMembersByName,17,success,625.668,78,4.116,11.44,5357.172627999999
2015,1,2,MemberService,FindMembersByName,18,success,50.869,10,3.155,6.9,273.755471
2015,1,2,MemberService,FindMembersByName,19,success,91.79499999999999,19,3.143,6.91,466.69081299999993
2015,1,2,MemberService,FindMembersByName,20,success,69.376,15,3.1,6.854,340.289818
2015,1,2,MemberService,FindMembersByName,21,success,48.818999999999996,11,3.304,6.339,227.50503899999998
2015,1,2,MemberService,FindMembersByName,22,success,80.195,15,3.465,6.91,443.7726650000001
2015,1,2,MemberService,FindMembersByName,23,success,93.88400000000001,17,3.73,6.897,535.172838
2015,1,2,MemberService,GetMemberById,0,success,226.25400000000002,43,3.169,6.97,1260.901348
2015,1,2,MemberService,GetMemberById,1,success,295.396,60,3.121,6.617,1513.9986199999998
2015,1,2,MemberService,GetMemberById,2,success,278.488,53,3.173,6.948,1526.5388819999998
2015,1,2,MemberService,GetMemberById,3,success,216.428,44,3.157,6.9,1131.9972619999999
2015,1,2,MemberService,GetMemberById,4,success,285.76500000000004,58,3.114,6.924,1490.725295
2015,1,2,MemberService,GetMemberById,5,success,307.327,59,3.272,6.998,1672.3788550000002
2015,1,2,MemberService,GetMemberById,6,success,541.8399999999999,108,3.137,6.987,2869.1018440000003
2015,1,2,MemberService,GetMemberById,7,success,534.956,103,3.28,6.971,2910.1557740000003
2015,1,2,MemberService,GetMemberById,8,success,486.7720000000001,99,3.119,6.903,2529.34415
2015,1,2,MemberService,GetMemberById,9,success,544.602,108,3.104,6.937,2889.722188
2015,1,2,MemberService,GetMemberById,10,success,575.173,112,3.112,6.944,3088.760043
2015,1,2,MemberService,GetMemberById,11,success,525.6740000000001,104,3.11,6.99,2782.8779259999997
2015,1,2,MemberService,GetMemberById,12,failure,2150.8219999999997,178,5.431,18.487,28697.897645999998
2015,1,2,MemberService,GetMemberById,12,success,1579.181,127,5.701,18.56,21366.048743
2015,1,2,MemberService,GetMemberById,13,success,2321.048,305,3.914,11.74,19032.518908
2015,1,2,MemberService,GetMemberById,14,success,2209.395,291,3.915,11.76,18129.633171
2015,1,2,MemberService,GetMemberById,15,success,2401.8120000000004,306,3.982,11.486,20152.728222
2015,1,2,MemberService,GetMemberById,16,success,2269.614,294,3.907,11.86,18913.251848
2015,1,2,MemberService,GetMemberById,17,success,2306.3250000000003,290,3.903,11.83,19781.477789
2015,1,2,MemberService,GetMemberById,18,success,272.634,53,3.121,6.99,1461.6770720000004
2015,1,2,MemberService,GetMemberById,19,success,239.92000000000002,51,3.183,6.881,1186.53801
2015,1,2,MemberService,GetMemberById,20,success,236.196,45,3.203,6.859,1295.993508
2015,1,2,MemberService,GetMemberById,21,success,259.42,53,3.104,6.993,1345.0319120000001
2015,1,2,MemberService,GetMemberById,22,success,238.88400000000001,47,3.14,6.995,1283.039072
2015,1,2,MemberService,GetMemberById,23,success,291.706,59,3.104,6.99,1525.80057
2015,1,2,MemberService,updateMember,0,success,29.451,5,4.9,6.976,176.96918499999998
2015,1,2,MemberService,updateMember,1,success,41.325,9,3.278,6.581,199.994585
2015,1,2,MemberService,updateMember,2,success,41.304,8,3.157,6.753,227.10014600000002
2015,1,2,MemberService,updateMember,3,success,33.593999999999994,7,3.829,5.847,164.343164
2015,1,2,MemberService,updateMember,4,success,19.925,4,3.669,5.761,102.002199
2015,1,2,MemberService,updateMember,5,success,49.304,9,3.685,6.815,277.229378
2015,1,2,MemberService,updateMember,6,success,67.206,14,3.472,6.964,345.383512
2015,1,2,MemberService,updateMember,7,success,78.182,15,3.308,6.97,427.841502
2015,1,2,MemberService,updateMember,8,success,114.139,24,3.112,6.982,576.699679
2015,1,2,MemberService,updateMember,9,success,61.887,10,3.213,6.987,395.17884100000003
2015,1,2,MemberService,updateMember,10,success,115.282,23,3.155,6.988,616.115316
2015,1,2,MemberService,updateMember,11,success,74.28099999999999,14,3.558,6.663,410.900731
2015,1,2,MemberService,updateMember,12,failure,210.881,20,5.384,18.137,2614.7033850000003
2015,1,2,MemberService,updateMember,12,success,199.099,18,5.334,18.161,2456.6382869999998
2015,1,2,MemberService,updateMember,13,success,360.893,48,4.29,11.163,2942.318071
2015,1,2,MemberService,updateMember,14,success,332.586,44,4.125,11.57,2717.029974
2015,1,2,MemberService,updateMember,15,success,358.63,46,4.112,11.478,3037.122496
2015,1,2,MemberService,updateMember,16,success,327.964,43,3.903,11.47,2725.136772
2015,1,2,MemberService,updateMember,17,success,375.89300000000003,48,4.367,10.83,3157.850031
2015,1,2,MemberService,updateMember,18,success,63.866,13,3.246,6.759,331.297356
2015,1,2,MemberService,updateMember,19,success,27.655,6,3.254,6.897,137.288701
2015,1,2,MemberService,updateMember,20,success,33.726,7,3.585,6.434,170.34690600000002
2015,1,2,MemberService,updateMember,21,success,28.148,6,3.221,6.689,140.98526
2015,1,2,MemberService,updateMember,22,success,22.706000000000003,5,3.54,5.754,107.11162
2015,1,2,MemberService,updateMember,23,success,14.181,3,3.6,5.439,68.98288500000001
2015,1,5,AccountService,GetAccountDetail,0,success,112.346,23,3.185,6.759,583.91043
2015,1,5,AccountService,GetAccountDetail,1,success,153.2,28,3.475,6.929,876.3420660000002
2015,1,5,AccountService,GetAccountDetail,2,success,132.768,27,3.1,6.482,677.8751179999999
2015,1,5,AccountService,GetAccountDetail,3,success,189.12400000000002,38,3.244,6.953,982.4148640000001
2015,1,5,AccountService,GetAccountDetail,4,success,194.203,37,3.112,6.907,1067.553875
